pricing.date,product.currency.code,close.price
2025-12-31T00:00:00Z,BTC-USD,87497.94
2025-12-30T00:00:00Z,BTC-USD,88397.5
2025-12-29T00:00:00Z,BTC-USD,87110.78
2025-12-28T00:00:00Z,BTC-USD,87877.29
2025-12-27T00:00:00Z,BTC-USD,87808
2025-12-26T00:00:00Z,BTC-USD,87296.01
2025-12-25T00:00:00Z,BTC-USD,87171.68
2025-12-24T00:00:00Z,BTC-USD,87609.03
2025-12-23T00:00:00Z,BTC-USD,87429.32
2025-12-22T00:00:00Z,BTC-USD,88556.77
2025-12-21T00:00:00Z,BTC-USD,88639.95
2025-12-20T00:00:00Z,BTC-USD,88324
2025-12-19T00:00:00Z,BTC-USD,88092.65
2025-12-18T00:00:00Z,BTC-USD,85460.02
2025-12-17T00:00:00Z,BTC-USD,86209.77
2025-12-16T00:00:00Z,BTC-USD,87854.01
2025-12-15T00:00:00Z,BTC-USD,86417.5
2025-12-14T00:00:00Z,BTC-USD,88171.61
2025-12-13T00:00:00Z,BTC-USD,90255.32
2025-12-12T00:00:00Z,BTC-USD,90278
2025-12-11T00:00:00Z,BTC-USD,92542
2025-12-10T00:00:00Z,BTC-USD,92035.99
2025-12-09T00:00:00Z,BTC-USD,92690
2025-12-08T00:00:00Z,BTC-USD,90653.86
2025-12-07T00:00:00Z,BTC-USD,90402.29
2025-12-06T00:00:00Z,BTC-USD,89267.97
2025-12-05T00:00:00Z,BTC-USD,89345.29
2025-12-04T00:00:00Z,BTC-USD,92093.54
2025-12-03T00:00:00Z,BTC-USD,93453.84
2025-12-02T00:00:00Z,BTC-USD,91308.05
2025-12-01T00:00:00Z,BTC-USD,86282.36
2025-11-30T00:00:00Z,BTC-USD,90369.51
2025-11-29T00:00:00Z,BTC-USD,90828.06
2025-11-28T00:00:00Z,BTC-USD,90902.7
2025-11-27T00:00:00Z,BTC-USD,91316.7
2025-11-26T00:00:00Z,BTC-USD,90468.84
2025-11-25T00:00:00Z,BTC-USD,87325.01
2025-11-24T00:00:00Z,BTC-USD,88266.2
2025-11-23T00:00:00Z,BTC-USD,86808.28
2025-11-22T00:00:00Z,BTC-USD,84684
2025-11-21T00:00:00Z,BTC-USD,85068.88
2025-11-20T00:00:00Z,BTC-USD,86536.88
2025-11-19T00:00:00Z,BTC-USD,91461.6
2025-11-18T00:00:00Z,BTC-USD,92914.46
2025-11-17T00:00:00Z,BTC-USD,92100.6
2025-11-16T00:00:00Z,BTC-USD,94183.97
2025-11-15T00:00:00Z,BTC-USD,95544.94
2025-11-14T00:00:00Z,BTC-USD,94503.96
2025-11-13T00:00:00Z,BTC-USD,99614.54
2025-11-12T00:00:00Z,BTC-USD,101639.01
2025-11-11T00:00:00Z,BTC-USD,103009.35
2025-11-10T00:00:00Z,BTC-USD,105979.38
2025-11-09T00:00:00Z,BTC-USD,104694.95
2025-11-08T00:00:00Z,BTC-USD,102285.57
2025-11-07T00:00:00Z,BTC-USD,103284.27
2025-11-06T00:00:00Z,BTC-USD,101290.5
2025-11-05T00:00:00Z,BTC-USD,103869
2025-11-04T00:00:00Z,BTC-USD,101468.15
2025-11-03T00:00:00Z,BTC-USD,106557.98
2025-11-02T00:00:00Z,BTC-USD,110536.01
2025-11-01T00:00:00Z,BTC-USD,110052.25
2025-10-31T00:00:00Z,BTC-USD,109555.27
2025-10-30T00:00:00Z,BTC-USD,108308.18
2025-10-29T00:00:00Z,BTC-USD,110032.13
2025-10-28T00:00:00Z,BTC-USD,112906.75
2025-10-27T00:00:00Z,BTC-USD,114087.06
2025-10-26T00:00:00Z,BTC-USD,114548.09
2025-10-25T00:00:00Z,BTC-USD,111666.21
2025-10-24T00:00:00Z,BTC-USD,111042.13
2025-10-23T00:00:00Z,BTC-USD,110116.03
2025-10-22T00:00:00Z,BTC-USD,107585.98
2025-10-21T00:00:00Z,BTC-USD,108362.27
2025-10-20T00:00:00Z,BTC-USD,110568.06
2025-10-19T00:00:00Z,BTC-USD,108676.78
2025-10-18T00:00:00Z,BTC-USD,107208.91
2025-10-17T00:00:00Z,BTC-USD,106463.3
2025-10-16T00:00:00Z,BTC-USD,108198
2025-10-15T00:00:00Z,BTC-USD,110804.12
2025-10-14T00:00:00Z,BTC-USD,113068
2025-10-13T00:00:00Z,BTC-USD,115274.03
2025-10-12T00:00:00Z,BTC-USD,115067.98
2025-10-11T00:00:00Z,BTC-USD,110768.89
2025-10-10T00:00:00Z,BTC-USD,112980.28
2025-10-09T00:00:00Z,BTC-USD,121714.51
2025-10-08T00:00:00Z,BTC-USD,123343.25
2025-10-07T00:00:00Z,BTC-USD,121393.95
2025-10-06T00:00:00Z,BTC-USD,124720.09
2025-10-05T00:00:00Z,BTC-USD,123520.79
2025-10-04T00:00:00Z,BTC-USD,122458.56
2025-10-03T00:00:00Z,BTC-USD,122318.4
2025-10-02T00:00:00Z,BTC-USD,120621.32
2025-10-01T00:00:00Z,BTC-USD,118659.97
2025-09-30T00:00:00Z,BTC-USD,114067.71
2025-09-29T00:00:00Z,BTC-USD,114365.07
2025-09-28T00:00:00Z,BTC-USD,112197.67
2025-09-27T00:00:00Z,BTC-USD,109681.16
2025-09-26T00:00:00Z,BTC-USD,109697.29
2025-09-25T00:00:00Z,BTC-USD,109035.72
2025-09-24T00:00:00Z,BTC-USD,113348.17
2025-09-23T00:00:00Z,BTC-USD,112017.21
2025-09-22T00:00:00Z,BTC-USD,112736.59
2025-09-21T00:00:00Z,BTC-USD,115282.27
2025-09-20T00:00:00Z,BTC-USD,115752.4
2025-09-19T00:00:00Z,BTC-USD,115690.55
2025-09-18T00:00:00Z,BTC-USD,117117.99
2025-09-17T00:00:00Z,BTC-USD,116484.4
2025-09-16T00:00:00Z,BTC-USD,116832.56
2025-09-15T00:00:00Z,BTC-USD,115381.08
2025-09-14T00:00:00Z,BTC-USD,115314.13
2025-09-13T00:00:00Z,BTC-USD,115968.35
2025-09-12T00:00:00Z,BTC-USD,116106.03
2025-09-11T00:00:00Z,BTC-USD,115540
2025-09-10T00:00:00Z,BTC-USD,113983.97
2025-09-09T00:00:00Z,BTC-USD,111549.32
2025-09-08T00:00:00Z,BTC-USD,112072.57
2025-09-07T00:00:00Z,BTC-USD,111129.61
2025-09-06T00:00:00Z,BTC-USD,110212.6
2025-09-05T00:00:00Z,BTC-USD,110670.02
2025-09-04T00:00:00Z,BTC-USD,110720.79
2025-09-03T00:00:00Z,BTC-USD,111756.41
2025-09-02T00:00:00Z,BTC-USD,111247.94
2025-09-01T00:00:00Z,BTC-USD,109240.55
2025-08-31T00:00:00Z,BTC-USD,108247.95
2025-08-30T00:00:00Z,BTC-USD,108827.93
2025-08-29T00:00:00Z,BTC-USD,108378.32
2025-08-28T00:00:00Z,BTC-USD,112574.85
2025-08-27T00:00:00Z,BTC-USD,111253.21
2025-08-26T00:00:00Z,BTC-USD,111788.01
2025-08-25T00:00:00Z,BTC-USD,110127.74
2025-08-24T00:00:00Z,BTC-USD,113478
2025-08-23T00:00:00Z,BTC-USD,115383.87
2025-08-22T00:00:00Z,BTC-USD,116908.68
2025-08-21T00:00:00Z,BTC-USD,112480.3
2025-08-20T00:00:00Z,BTC-USD,114276
2025-08-19T00:00:00Z,BTC-USD,112856.19
2025-08-18T00:00:00Z,BTC-USD,116286.76
2025-08-17T00:00:00Z,BTC-USD,117488.6
2025-08-16T00:00:00Z,BTC-USD,117455.68
2025-08-15T00:00:00Z,BTC-USD,117436.96
2025-08-14T00:00:00Z,BTC-USD,118389.79
2025-08-13T00:00:00Z,BTC-USD,123365.63
2025-08-12T00:00:00Z,BTC-USD,120113.18
2025-08-11T00:00:00Z,BTC-USD,118701.84
2025-08-10T00:00:00Z,BTC-USD,119309.37
2025-08-09T00:00:00Z,BTC-USD,116492.51
2025-08-08T00:00:00Z,BTC-USD,116683.79
2025-08-07T00:00:00Z,BTC-USD,117515.49
2025-08-06T00:00:00Z,BTC-USD,115028.83
2025-08-05T00:00:00Z,BTC-USD,114112.95
2025-08-04T00:00:00Z,BTC-USD,115051.85
2025-08-03T00:00:00Z,BTC-USD,114215.73
2025-08-02T00:00:00Z,BTC-USD,112542.74
2025-08-01T00:00:00Z,BTC-USD,113248.73
2025-07-31T00:00:00Z,BTC-USD,115761.13
2025-07-30T00:00:00Z,BTC-USD,117830.15
2025-07-29T00:00:00Z,BTC-USD,117933.39
2025-07-28T00:00:00Z,BTC-USD,118070.59
2025-07-27T00:00:00Z,BTC-USD,119465.52
2025-07-26T00:00:00Z,BTC-USD,117969.63
2025-07-25T00:00:00Z,BTC-USD,117633.27
2025-07-24T00:00:00Z,BTC-USD,118397.04
2025-07-23T00:00:00Z,BTC-USD,118810.44
2025-07-22T00:00:00Z,BTC-USD,120026.42
2025-07-21T00:00:00Z,BTC-USD,117428.79
2025-07-20T00:00:00Z,BTC-USD,117312.7
2025-07-19T00:00:00Z,BTC-USD,117914.17
2025-07-18T00:00:00Z,BTC-USD,118023.05
2025-07-17T00:00:00Z,BTC-USD,119273.69
2025-07-16T00:00:00Z,BTC-USD,118681.68
2025-07-15T00:00:00Z,BTC-USD,117781.64
2025-07-14T00:00:00Z,BTC-USD,119863.71
2025-07-13T00:00:00Z,BTC-USD,119130.81
2025-07-12T00:00:00Z,BTC-USD,117472.65
2025-07-11T00:00:00Z,BTC-USD,117582.16
2025-07-10T00:00:00Z,BTC-USD,116031.3
2025-07-09T00:00:00Z,BTC-USD,111282.85
2025-07-08T00:00:00Z,BTC-USD,108958.04
2025-07-07T00:00:00Z,BTC-USD,108269.84
2025-07-06T00:00:00Z,BTC-USD,109217.98
2025-07-05T00:00:00Z,BTC-USD,108246.65
2025-07-04T00:00:00Z,BTC-USD,108028.6
2025-07-03T00:00:00Z,BTC-USD,109628.83
2025-07-02T00:00:00Z,BTC-USD,108888.32
2025-07-01T00:00:00Z,BTC-USD,105711.78
2025-06-30T00:00:00Z,BTC-USD,107173.21
2025-06-29T00:00:00Z,BTC-USD,108386.44
2025-06-28T00:00:00Z,BTC-USD,107352.2
2025-06-27T00:00:00Z,BTC-USD,107113.38
2025-06-26T00:00:00Z,BTC-USD,107029.64
2025-06-25T00:00:00Z,BTC-USD,107400.22
2025-06-24T00:00:00Z,BTC-USD,106141
2025-06-23T00:00:00Z,BTC-USD,105419.39
2025-06-22T00:00:00Z,BTC-USD,100996.87
2025-06-21T00:00:00Z,BTC-USD,102160.03
2025-06-20T00:00:00Z,BTC-USD,103317.8
2025-06-19T00:00:00Z,BTC-USD,104671.9
2025-06-18T00:00:00Z,BTC-USD,104915.6
2025-06-17T00:00:00Z,BTC-USD,104590.44
2025-06-16T00:00:00Z,BTC-USD,106853.38
2025-06-15T00:00:00Z,BTC-USD,105599.25
2025-06-14T00:00:00Z,BTC-USD,105465.42
2025-06-13T00:00:00Z,BTC-USD,106118.7
2025-06-12T00:00:00Z,BTC-USD,105721.05
2025-06-11T00:00:00Z,BTC-USD,108669.37
2025-06-10T00:00:00Z,BTC-USD,110300.24
2025-06-09T00:00:00Z,BTC-USD,110301.15
2025-06-08T00:00:00Z,BTC-USD,105784.4
2025-06-07T00:00:00Z,BTC-USD,105619.02
2025-06-06T00:00:00Z,BTC-USD,104397.99
2025-06-05T00:00:00Z,BTC-USD,101570.2
2025-06-04T00:00:00Z,BTC-USD,104753.38
2025-06-03T00:00:00Z,BTC-USD,105447.82
2025-06-02T00:00:00Z,BTC-USD,105904.94
2025-06-01T00:00:00Z,BTC-USD,105697.94
2025-05-31T00:00:00Z,BTC-USD,104645.87
2025-05-30T00:00:00Z,BTC-USD,104033.26
2025-05-29T00:00:00Z,BTC-USD,105572.58
2025-05-28T00:00:00Z,BTC-USD,107819.29
2025-05-27T00:00:00Z,BTC-USD,108978.46
2025-05-26T00:00:00Z,BTC-USD,109464.32
2025-05-25T00:00:00Z,BTC-USD,109048.68
2025-05-24T00:00:00Z,BTC-USD,107794.01
2025-05-23T00:00:00Z,BTC-USD,107329.61
2025-05-22T00:00:00Z,BTC-USD,111722.53
2025-05-21T00:00:00Z,BTC-USD,109699.54
2025-05-20T00:00:00Z,BTC-USD,106883.24
2025-05-19T00:00:00Z,BTC-USD,105616.18
2025-05-18T00:00:00Z,BTC-USD,106473.46
2025-05-17T00:00:00Z,BTC-USD,103161.07
2025-05-16T00:00:00Z,BTC-USD,103500.03
2025-05-15T00:00:00Z,BTC-USD,103786.43
2025-05-14T00:00:00Z,BTC-USD,103545.38
2025-05-13T00:00:00Z,BTC-USD,104131.06
2025-05-12T00:00:00Z,BTC-USD,102800.21
2025-05-11T00:00:00Z,BTC-USD,104137.62
2025-05-10T00:00:00Z,BTC-USD,104821.19
2025-05-09T00:00:00Z,BTC-USD,102986.96
2025-05-08T00:00:00Z,BTC-USD,103253.49
2025-05-07T00:00:00Z,BTC-USD,97058.32
2025-05-06T00:00:00Z,BTC-USD,96839.17
2025-05-05T00:00:00Z,BTC-USD,94733.99
2025-05-04T00:00:00Z,BTC-USD,94272.55
2025-05-03T00:00:00Z,BTC-USD,95861.33
2025-05-02T00:00:00Z,BTC-USD,96929.81
2025-05-01T00:00:00Z,BTC-USD,96524.98
2025-04-30T00:00:00Z,BTC-USD,94182.54
2025-04-29T00:00:00Z,BTC-USD,94271.09
2025-04-28T00:00:00Z,BTC-USD,95042.57
2025-04-27T00:00:00Z,BTC-USD,93780.57
2025-04-26T00:00:00Z,BTC-USD,94666.64
2025-04-25T00:00:00Z,BTC-USD,94708.79
2025-04-24T00:00:00Z,BTC-USD,94021.96
2025-04-23T00:00:00Z,BTC-USD,93740.92
2025-04-22T00:00:00Z,BTC-USD,93489.1
2025-04-21T00:00:00Z,BTC-USD,87522.07
2025-04-20T00:00:00Z,BTC-USD,85177.34
2025-04-19T00:00:00Z,BTC-USD,85074.99
2025-04-18T00:00:00Z,BTC-USD,84466.47
2025-04-17T00:00:00Z,BTC-USD,84961.97
2025-04-16T00:00:00Z,BTC-USD,84028.72
2025-04-15T00:00:00Z,BTC-USD,83629.78
2025-04-14T00:00:00Z,BTC-USD,84590.36
2025-04-13T00:00:00Z,BTC-USD,83733.07
2025-04-12T00:00:00Z,BTC-USD,85271.01
2025-04-11T00:00:00Z,BTC-USD,83380.47
2025-04-10T00:00:00Z,BTC-USD,79552.34
2025-04-09T00:00:00Z,BTC-USD,82594.75
2025-04-08T00:00:00Z,BTC-USD,76251.64
2025-04-07T00:00:00Z,BTC-USD,79140.01
2025-04-06T00:00:00Z,BTC-USD,78370.75
2025-04-05T00:00:00Z,BTC-USD,83498.25
2025-04-04T00:00:00Z,BTC-USD,83860.16
2025-04-03T00:00:00Z,BTC-USD,83174.33
2025-04-02T00:00:00Z,BTC-USD,82490.08
2025-04-01T00:00:00Z,BTC-USD,85170.37
2025-03-31T00:00:00Z,BTC-USD,82534.32
2025-03-30T00:00:00Z,BTC-USD,82379.98
2025-03-29T00:00:00Z,BTC-USD,82616.83
2025-03-28T00:00:00Z,BTC-USD,84381.8
2025-03-27T00:00:00Z,BTC-USD,87217.48
2025-03-26T00:00:00Z,BTC-USD,86926.01
2025-03-25T00:00:00Z,BTC-USD,87427.88
2025-03-24T00:00:00Z,BTC-USD,87523.62
2025-03-23T00:00:00Z,BTC-USD,86092.94
2025-03-22T00:00:00Z,BTC-USD,83852.03
2025-03-21T00:00:00Z,BTC-USD,84061.96
2025-03-20T00:00:00Z,BTC-USD,84183.42
2025-03-19T00:00:00Z,BTC-USD,86877.96
2025-03-18T00:00:00Z,BTC-USD,82698.76
2025-03-17T00:00:00Z,BTC-USD,84011.4
2025-03-16T00:00:00Z,BTC-USD,82562.57
2025-03-15T00:00:00Z,BTC-USD,84351.46
2025-03-14T00:00:00Z,BTC-USD,83980.49
2025-03-13T00:00:00Z,BTC-USD,81073.43
2025-03-12T00:00:00Z,BTC-USD,83659.43
2025-03-11T00:00:00Z,BTC-USD,82914.51
2025-03-10T00:00:00Z,BTC-USD,78544.71
2025-03-09T00:00:00Z,BTC-USD,80699.17
2025-03-08T00:00:00Z,BTC-USD,86206.69
2025-03-07T00:00:00Z,BTC-USD,86756.98
2025-03-06T00:00:00Z,BTC-USD,89921.85
2025-03-05T00:00:00Z,BTC-USD,90603.73
2025-03-04T00:00:00Z,BTC-USD,87249.96
2025-03-03T00:00:00Z,BTC-USD,86161.1
2025-03-02T00:00:00Z,BTC-USD,94265.48
2025-03-01T00:00:00Z,BTC-USD,86018.76
2025-02-28T00:00:00Z,BTC-USD,84297.73
2025-02-27T00:00:00Z,BTC-USD,84625.19
2025-02-26T00:00:00Z,BTC-USD,84111.78
2025-02-25T00:00:00Z,BTC-USD,88583.74
2025-02-24T00:00:00Z,BTC-USD,91510.82
2025-02-23T00:00:00Z,BTC-USD,96265.98
2025-02-22T00:00:00Z,BTC-USD,96582.12
2025-02-21T00:00:00Z,BTC-USD,96157.03
2025-02-20T00:00:00Z,BTC-USD,98347.2
2025-02-19T00:00:00Z,BTC-USD,96632.03
2025-02-18T00:00:00Z,BTC-USD,95607.4
2025-02-17T00:00:00Z,BTC-USD,95781.8
2025-02-16T00:00:00Z,BTC-USD,96119.88
2025-02-15T00:00:00Z,BTC-USD,97596.94
2025-02-14T00:00:00Z,BTC-USD,97509.03
2025-02-13T00:00:00Z,BTC-USD,96625.29
2025-02-12T00:00:00Z,BTC-USD,97862.53
2025-02-11T00:00:00Z,BTC-USD,95774.08
2025-02-10T00:00:00Z,BTC-USD,97444.41
2025-02-09T00:00:00Z,BTC-USD,96475.82
2025-02-08T00:00:00Z,BTC-USD,96476.25
2025-02-07T00:00:00Z,BTC-USD,96537.08
2025-02-06T00:00:00Z,BTC-USD,96564.62
2025-02-05T00:00:00Z,BTC-USD,96638.33
2025-02-04T00:00:00Z,BTC-USD,97795.05
2025-02-03T00:00:00Z,BTC-USD,101460.2
2025-02-02T00:00:00Z,BTC-USD,97676.52
2025-02-01T00:00:00Z,BTC-USD,100623.85
2025-01-31T00:00:00Z,BTC-USD,102411.26
2025-01-30T00:00:00Z,BTC-USD,104742.64
2025-01-29T00:00:00Z,BTC-USD,103747.25
2025-01-28T00:00:00Z,BTC-USD,101290
2025-01-27T00:00:00Z,BTC-USD,102062.42
2025-01-26T00:00:00Z,BTC-USD,102563
2025-01-25T00:00:00Z,BTC-USD,104733.56
2025-01-24T00:00:00Z,BTC-USD,104850.27
2025-01-23T00:00:00Z,BTC-USD,103926.36
2025-01-22T00:00:00Z,BTC-USD,103667.11
2025-01-21T00:00:00Z,BTC-USD,106159.26
2025-01-20T00:00:00Z,BTC-USD,102145.43
2025-01-19T00:00:00Z,BTC-USD,101211.13
2025-01-18T00:00:00Z,BTC-USD,104435
2025-01-17T00:00:00Z,BTC-USD,104107
2025-01-16T00:00:00Z,BTC-USD,99981.78
2025-01-15T00:00:00Z,BTC-USD,100510.23
2025-01-14T00:00:00Z,BTC-USD,96534.96
2025-01-13T00:00:00Z,BTC-USD,94506.45
2025-01-12T00:00:00Z,BTC-USD,94509.62
2025-01-11T00:00:00Z,BTC-USD,94565.02
2025-01-10T00:00:00Z,BTC-USD,94701.18
2025-01-09T00:00:00Z,BTC-USD,92547.44
2025-01-08T00:00:00Z,BTC-USD,95036.63
2025-01-07T00:00:00Z,BTC-USD,96941.98
2025-01-06T00:00:00Z,BTC-USD,102279.41
2025-01-05T00:00:00Z,BTC-USD,98345.33
2025-01-04T00:00:00Z,BTC-USD,98209.85
2025-01-03T00:00:00Z,BTC-USD,98136.51
2025-01-02T00:00:00Z,BTC-USD,96903.19
2025-01-01T00:00:00Z,BTC-USD,94383.59
2024-12-31T00:00:00Z,BTC-USD,93354.22
2024-12-30T00:00:00Z,BTC-USD,92620.71
2024-12-29T00:00:00Z,BTC-USD,93563.35
2024-12-28T00:00:00Z,BTC-USD,95130.82
2024-12-27T00:00:00Z,BTC-USD,94171.89
2024-12-26T00:00:00Z,BTC-USD,95669.49
2024-12-25T00:00:00Z,BTC-USD,99346.28
2024-12-24T00:00:00Z,BTC-USD,98594.47
2024-12-23T00:00:00Z,BTC-USD,94764.56
2024-12-22T00:00:00Z,BTC-USD,95087.75
2024-12-21T00:00:00Z,BTC-USD,97230.08
2024-12-20T00:00:00Z,BTC-USD,97765
2024-12-19T00:00:00Z,BTC-USD,97372.21
2024-12-18T00:00:00Z,BTC-USD,100150.73
2024-12-17T00:00:00Z,BTC-USD,106136.99
2024-12-16T00:00:00Z,BTC-USD,106099.81
2024-12-15T00:00:00Z,BTC-USD,104447.76
2024-12-14T00:00:00Z,BTC-USD,101399.99
2024-12-13T00:00:00Z,BTC-USD,101428.75
2024-12-12T00:00:00Z,BTC-USD,100030.47
2024-12-11T00:00:00Z,BTC-USD,101202.11
2024-12-10T00:00:00Z,BTC-USD,96660.76
2024-12-09T00:00:00Z,BTC-USD,97324.81
2024-12-08T00:00:00Z,BTC-USD,101174.99
2024-12-07T00:00:00Z,BTC-USD,99929.32
2024-12-06T00:00:00Z,BTC-USD,99891.35
2024-12-05T00:00:00Z,BTC-USD,97044.23
2024-12-04T00:00:00Z,BTC-USD,98746.24
2024-12-03T00:00:00Z,BTC-USD,95924.52
2024-12-02T00:00:00Z,BTC-USD,95862.89
2024-12-01T00:00:00Z,BTC-USD,97263.18
2024-11-30T00:00:00Z,BTC-USD,96465.42
2024-11-29T00:00:00Z,BTC-USD,97490.56
2024-11-28T00:00:00Z,BTC-USD,95665.53
2024-11-27T00:00:00Z,BTC-USD,95951.19
2024-11-26T00:00:00Z,BTC-USD,91929.54
2024-11-25T00:00:00Z,BTC-USD,93000.01
2024-11-24T00:00:00Z,BTC-USD,98028.18
2024-11-23T00:00:00Z,BTC-USD,97778.77
2024-11-22T00:00:00Z,BTC-USD,99024.03
2024-11-21T00:00:00Z,BTC-USD,98439.09
2024-11-20T00:00:00Z,BTC-USD,94393.15
2024-11-19T00:00:00Z,BTC-USD,92435.89
2024-11-18T00:00:00Z,BTC-USD,90520.3
2024-11-17T00:00:00Z,BTC-USD,89886.69
2024-11-16T00:00:00Z,BTC-USD,90636.24
2024-11-15T00:00:00Z,BTC-USD,91058.36
2024-11-14T00:00:00Z,BTC-USD,87340.4
2024-11-13T00:00:00Z,BTC-USD,90493.82
2024-11-12T00:00:00Z,BTC-USD,88035.43
2024-11-11T00:00:00Z,BTC-USD,88770.73
2024-11-10T00:00:00Z,BTC-USD,80428.92
2024-11-09T00:00:00Z,BTC-USD,76716.06
2024-11-08T00:00:00Z,BTC-USD,76566.73
2024-11-07T00:00:00Z,BTC-USD,75920
2024-11-06T00:00:00Z,BTC-USD,75646.55
2024-11-05T00:00:00Z,BTC-USD,69380.73
2024-11-04T00:00:00Z,BTC-USD,67807.48
2024-11-03T00:00:00Z,BTC-USD,68738.18
2024-11-02T00:00:00Z,BTC-USD,69358.94
2024-11-01T00:00:00Z,BTC-USD,69467.29
2024-10-31T00:00:00Z,BTC-USD,70197.83
2024-10-30T00:00:00Z,BTC-USD,72322.91
2024-10-29T00:00:00Z,BTC-USD,72724.35
2024-10-28T00:00:00Z,BTC-USD,69924.5
2024-10-27T00:00:00Z,BTC-USD,67943.19
2024-10-26T00:00:00Z,BTC-USD,67012.56
2024-10-25T00:00:00Z,BTC-USD,66564.51
2024-10-24T00:00:00Z,BTC-USD,68156.84
2024-10-23T00:00:00Z,BTC-USD,66601.11
2024-10-22T00:00:00Z,BTC-USD,67380.08
2024-10-21T00:00:00Z,BTC-USD,67346.15
2024-10-20T00:00:00Z,BTC-USD,69014.86
2024-10-19T00:00:00Z,BTC-USD,68363.73
2024-10-18T00:00:00Z,BTC-USD,68426.11
2024-10-17T00:00:00Z,BTC-USD,67402.33
2024-10-16T00:00:00Z,BTC-USD,67608.44
2024-10-15T00:00:00Z,BTC-USD,67056.6
2024-10-14T00:00:00Z,BTC-USD,66065.65
2024-10-13T00:00:00Z,BTC-USD,62845.3
2024-10-12T00:00:00Z,BTC-USD,63187.47
2024-10-11T00:00:00Z,BTC-USD,62518.75
2024-10-10T00:00:00Z,BTC-USD,60279.53
2024-10-09T00:00:00Z,BTC-USD,60578.28
2024-10-08T00:00:00Z,BTC-USD,62122.02
2024-10-07T00:00:00Z,BTC-USD,62200.28
